"Unique_ThreadID","newsgroup","newsgroup_ID","NG_Relative_ThreadID","Thread.Title","URL","Date","Number.of.Messages","Thread_Relevancy"
"NG05_TH01709","netreligion","NG05","TH01709","A biblical view of ""male"".","https://groups.google.com./g/net.religion/c/F0F3gPHyVpY",1984-08-17,2,0.5
"NG05_TH01704","netreligion","NG05","TH01704","Sex and Christianity","https://groups.google.com./g/net.religion/c/tWQp5mqjs1M",1984-08-14,1,1
"NG05_TH01693","netreligion","NG05","TH01693","empirical skeptics' basic assumption","https://groups.google.com./g/net.religion/c/0SkIGfJv-y4",1984-08-09,6,0.166666666666667
"NG05_TH01690","netreligion","NG05","TH01690","Absurdity Revisited: A Perfect Example","https://groups.google.com./g/net.religion/c/Oct5EOKuTVs",1984-08-06,13,0.307692307692308
"NG05_TH01686","netreligion","NG05","TH01686","Is genetic research too far?","https://groups.google.com./g/net.religion/c/B82IF7F08CM",1984-08-02,11,0.0909090909090909
"NG05_TH01668","netreligion","NG05","TH01668","last words","https://groups.google.com./g/net.religion/c/S14ndgropTQ",1984-07-23,24,0.333333333333333
"NG05_TH01667","netreligion","NG05","TH01667","Absurdity Continued","https://groups.google.com./g/net.religion/c/I2i-s4fyMps",1984-07-23,1,1
"NG05_TH01658","netreligion","NG05","TH01658","An interesting occurrence. . .","https://groups.google.com./g/net.religion/c/pG7EGeYEMPs",1984-07-16,6,0.166666666666667
"NG05_TH01649","netreligion","NG05","TH01649","Why I am an atheist","https://groups.google.com./g/net.religion/c/RTlma9ySIE4",1984-07-13,4,0.25
"NG05_TH01631","netreligion","NG05","TH01631","Flash! Unitarians OK Gay Marriages","https://groups.google.com./g/net.religion/c/Gp2FzlPDWCI",1984-07-06,7,0.285714285714286
"NG05_TH01627","netreligion","NG05","TH01627","Jeff's comments - Power of Belief","https://groups.google.com./g/net.religion/c/RSsTFNDDhFU",1984-07-02,2,0.5
"NG05_TH01626","netreligion","NG05","TH01626","`Almah and Parthenos","https://groups.google.com./g/net.religion/c/_9DyIh4nyAw",1984-07-02,4,0.25
"NG05_TH01625","netreligion","NG05","TH01625","Answering RLRs Unanswered Questions (1 only)","https://groups.google.com./g/net.religion/c/Tgulvd40Nt8",1984-06-30,2,0.5
"NG05_TH01624","netreligion","NG05","TH01624","Rosen,Boswell,Moslems,Jews(some investigations)","https://groups.google.com./g/net.religion/c/LDnIRmjkMgc",1984-06-29,1,1
"NG05_TH01621","netreligion","NG05","TH01621","Humanism and the myth of Neutrality","https://groups.google.com./g/net.religion/c/Nmu929Tnndk",1984-06-28,5,0.2
"NG05_TH01619","netreligion","NG05","TH01619","Thoughts on the last week of not.motss","https://groups.google.com./g/net.religion/c/EyHtgZmjOL8",1984-06-28,1,1
"NG05_TH01617","netreligion","NG05","TH01617","Rosen, more investigations #2","https://groups.google.com./g/net.religion/c/o356JYOTc4M",1984-06-27,1,1
"NG05_TH01616","netreligion","NG05","TH01616","Rosen,Boswell,Moslems,Jews(some investigations)","https://groups.google.com./g/net.religion/c/xpQDqNyZg9I",1984-06-27,1,1
"NG05_TH01609","netreligion","NG05","TH01609","desperation and homosexuality","https://groups.google.com./g/net.religion/c/LlEcByPnOEU",1984-06-22,1,1
"NG05_TH01596","netreligion","NG05","TH01596","thoughts on desperation (homosexuality and sin)","https://groups.google.com./g/net.religion/c/8MUWAbT-Pgo",1984-06-14,2,1
"NG05_TH01595","netreligion","NG05","TH01595","Hermaphroditism: Yet Another Reply. (LONG)","https://groups.google.com./g/net.religion/c/pPrV-KMYg6c",1984-06-13,1,1
"NG05_TH01594","netreligion","NG05","TH01594","Questions on hermaphroditism (Probably offensive to somebody )","https://groups.google.com./g/net.religion/c/K6fmSOLSB2A",1984-06-13,6,0.5
"NG05_TH01590","netreligion","NG05","TH01590","Hermaphroditism: Even More Replies (No Questions Though) LONG!","https://groups.google.com./g/net.religion/c/0j5j_KUsdIk",1984-06-13,2,0.5
"NG05_TH01589","netreligion","NG05","TH01589","Hermaphroditism: Replies So Far & More Questions (Very LONG))","https://groups.google.com./g/net.religion/c/jKaVojD1oRM",1984-06-12,1,1
"NG05_TH01587","netreligion","NG05","TH01587","Government vs. Religion, Indiana Style","https://groups.google.com./g/net.religion/c/gs_rP3b4sy0",1984-06-11,4,0.5
"NG05_TH01577","netreligion","NG05","TH01577","Failure of the Christians","https://groups.google.com./g/net.religion/c/lWsQlwGLFTg",1984-06-05,6,0.166666666666667
"NG05_TH01572","netreligion","NG05","TH01572","Jones on free will and evil","https://groups.google.com./g/net.religion/c/EgDTrzOSa2o",1984-06-04,2,0.5
"NG05_TH01571","netreligion","NG05","TH01571","Louisiana Creationism Law (A Soviet conspiracy?)","https://groups.google.com./g/net.religion/c/Xk-CtUxMaG0",1984-06-02,2,0.5
"NG05_TH01570","netreligion","NG05","TH01570","Discussion moved from net.singles","https://groups.google.com./g/net.religion/c/h8thIfysp0c",1984-06-01,7,0.285714285714286
"NG05_TH01568","netreligion","NG05","TH01568","John Boswell talks about Gay Christian History: Part4","https://groups.google.com./g/net.religion/c/yZicJJdpF80",1984-05-31,1,1
"NG05_TH01565","netreligion","NG05","TH01565","John Boswell talks about Gay Christian History: Part3","https://groups.google.com./g/net.religion/c/zGNeUFZN258",1984-05-30,1,1
"NG05_TH01564","netreligion","NG05","TH01564","Annotating Annotated Annotators","https://groups.google.com./g/net.religion/c/68xCXdpE5OI",1984-05-29,16,0.25
"NG05_TH01550","netreligion","NG05","TH01550","John Boswell talks about Gay Christian History: Part2","https://groups.google.com./g/net.religion/c/LfZkerZVNF4",1984-05-25,1,1
"NG05_TH01537","netreligion","NG05","TH01537","John Boswell talks about Gay Christian History: Part 1","https://groups.google.com./g/net.religion/c/-M2QXyENUSo",1984-05-22,1,1
"NG05_TH01531","netreligion","NG05","TH01531","John Boswell's book ""Christianity, Social Tolerance & Homosexuality""","https://groups.google.com./g/net.religion/c/861aqMAD-Mo",1984-05-21,1,1
"NG05_TH01528","netreligion","NG05","TH01528","Humanism and Christianity, a reply","https://groups.google.com./g/net.religion/c/ApPfP6Ui2NA",1984-05-21,2,0.5
"NG05_TH01502","netreligion","NG05","TH01502","Enemy? Rules? Selfishness? Evidence?","https://groups.google.com./g/net.religion/c/jt6x2BJ6-I4",1984-05-16,3,0.333333333333333
"NG05_TH01493","netreligion","NG05","TH01493","Where's the Morality?","https://groups.google.com./g/net.religion/c/Tq0QmF0ZdYc",1984-05-11,5,0.2
"NG05_TH01477","netreligion","NG05","TH01477","Some numbers for the Creation","https://groups.google.com./g/net.religion/c/bz6a4v2jbOM",1984-05-05,4,0.5
"NG05_TH01475","netreligion","NG05","TH01475","Request for semantic content","https://groups.google.com./g/net.religion/c/qx3Dg_aFgIg",1984-05-04,2,0.5
"NG05_TH01466","netreligion","NG05","TH01466","Explanations for Bob","https://groups.google.com./g/net.religion/c/1FHnjYHro5Y",1984-05-03,1,1
"NG05_TH01446","netreligion","NG05","TH01446","objections to humanism","https://groups.google.com./g/net.religion/c/SES7NrKeIg0",1984-04-30,13,0.0769230769230769
"NG05_TH01421","netreligion","NG05","TH01421","""Pay no attention to that man behind the curtain.""","https://groups.google.com./g/net.religion/c/yWmbbEev7QQ",1984-04-25,2,0.5
"NG05_TH01418","netreligion","NG05","TH01418","jelly brains?","https://groups.google.com./g/net.religion/c/SwatU_NeDHk",1984-04-24,3,0.333333333333333
"NG05_TH01414","netreligion","NG05","TH01414","False Messiahs","https://groups.google.com./g/net.religion/c/R-q6o_7pvbY",1984-04-22,3,0.333333333333333
"NG05_TH01394","netreligion","NG05","TH01394","Comments (1) - Who's saving whom? + A final word on name-dropping","https://groups.google.com./g/net.religion/c/xsybHnE3Hak",1984-04-18,5,0.2
"NG05_TH01392","netreligion","NG05","TH01392","The (non-)existence of God","https://groups.google.com./g/net.religion/c/JR_IBr9Ooz4",1984-04-17,14,0.0714285714285714
"NG05_TH01387","netreligion","NG05","TH01387","Humanistic faith (long article)","https://groups.google.com./g/net.religion/c/wsLEOsPFGR0",1984-04-17,7,0.142857142857143
"NG05_TH01385","netreligion","NG05","TH01385","Why attack Christianty...","https://groups.google.com./g/net.religion/c/2T9zBBtZRgE",1984-04-17,3,0.333333333333333
"NG05_TH01382","netreligion","NG05","TH01382","""Re: Still Skeptical of Skeptics - (nf)""","https://groups.google.com./g/net.religion/c/-xydfiv11SQ",1984-04-16,4,0.25
"NG05_TH01377","netreligion","NG05","TH01377","Israel Questionnaire (long)","https://groups.google.com./g/net.religion/c/QKUXFnPkHaY",1984-04-16,1,1
"NG05_TH01362","netreligion","NG05","TH01362","An Ex-Christian Speaks","https://groups.google.com./g/net.religion/c/3F1UbXUrkzk",1984-04-12,1,1
"NG05_TH01326","netreligion","NG05","TH01326","my mail box overfloweth","https://groups.google.com./g/net.religion/c/dQqDTEdoQ80",1984-04-06,4,0.25
"NG05_TH01315","netreligion","NG05","TH01315","Politics, religion and book-burning","https://groups.google.com./g/net.religion/c/vczzGDXgs1Y",1984-04-04,4,0.25
"NG05_TH01298","netreligion","NG05","TH01298","Simian Immune Deficency Syndrome (SAIDS)","https://groups.google.com./g/net.religion/c/lupQlSB2iP4",1984-04-03,1,2
"NG05_TH01276","netreligion","NG05","TH01276","Christianity & Love","https://groups.google.com./g/net.religion/c/6kqLCUIV1uw",1984-03-29,2,0.5
"NG05_TH01262","netreligion","NG05","TH01262","Marriage Encounter","https://groups.google.com./g/net.religion/c/MojLxlQghpM",1984-03-27,1,1
"NG05_TH01259","netreligion","NG05","TH01259","Conspiracy Theories","https://groups.google.com./g/net.religion/c/Ps0zOsL7-l4",1984-03-27,7,0.142857142857143
"NG05_TH01257","netreligion","NG05","TH01257","a really good thought","https://groups.google.com./g/net.religion/c/gb6kxixRxAU",1984-03-27,6,0.166666666666667
"NG05_TH01246","netreligion","NG05","TH01246","The Falwellite Frenzy","https://groups.google.com./g/net.religion/c/rCrLVW7ImCY",1984-03-24,6,0.333333333333333
"NG05_TH01228","netreligion","NG05","TH01228","Hanna K.","https://groups.google.com./g/net.religion/c/j81HdGo0Cpk",1984-03-20,1,1
"NG05_TH01226","netreligion","NG05","TH01226","School prayer: opinions and replies","https://groups.google.com./g/net.religion/c/mtdj90akO1U",1984-03-19,2,0.5
"NG05_TH01210","netreligion","NG05","TH01210","lkk's response to anti-religious flame","https://groups.google.com./g/net.religion/c/vqVVoecuGiA",1984-03-15,2,0.5
"NG05_TH01208","netreligion","NG05","TH01208","Books on women","https://groups.google.com./g/net.religion/c/M0ZKzsx0MA0",1984-03-14,1,1
"NG05_TH01174","netreligion","NG05","TH01174","Lets Pray to Zeus","https://groups.google.com./g/net.religion/c/jhqmSnynHp8",1984-03-06,2,0.5
"NG05_TH01162","netreligion","NG05","TH01162","YAOFW (Yet another Omni/Free Will)","https://groups.google.com./g/net.religion/c/TnjY9R_STcw",1984-03-03,6,0.166666666666667
"NG05_TH01114","netreligion","NG05","TH01114","Weird and wonderful idea","https://groups.google.com./g/net.religion/c/opdaTjCbMUA",1984-02-18,5,0.2
"NG05_TH01093","netreligion","NG05","TH01093","More on reasons for not accepting","https://groups.google.com./g/net.religion/c/kR8lPKRz2nk",1984-02-14,1,1
"NG05_TH01092","netreligion","NG05","TH01092","Passing the buck on homosexuality","https://groups.google.com./g/net.religion/c/cmoaj2qY5Zk",1984-02-14,1,1
"NG05_TH01091","netreligion","NG05","TH01091","Keep Religion Out Of NET.MOTSS","https://groups.google.com./g/net.religion/c/zVgPUfhmniA",1984-02-14,2,1
"NG05_TH01085","netreligion","NG05","TH01085","Sub-human Christian attitudes","https://groups.google.com./g/net.religion/c/ZffvcmGHd7c",1984-02-12,3,1
"NG05_TH01072","netreligion","NG05","TH01072","More unfinished business","https://groups.google.com./g/net.religion/c/_EayA7EAQrI",1984-02-07,6,0.166666666666667
"NG05_TH01062","netreligion","NG05","TH01062","Centrality of the Incarnation","https://groups.google.com./g/net.religion/c/37nr0Z0TmqE",1984-02-04,2,0.5
"NG05_TH01044","netreligion","NG05","TH01044","Baptism in the Holy Spirit","https://groups.google.com./g/net.religion/c/2qnYyLtQ5bA",1984-01-28,1,1
"NG05_TH01038","netreligion","NG05","TH01038","Bible vs. non-marital sex","https://groups.google.com./g/net.religion/c/0mttWuFp7Ho",1984-01-24,3,0.333333333333333
"NG05_TH01036","netreligion","NG05","TH01036","Even If I DID Believe ... (the d - (nf)","https://groups.google.com./g/net.religion/c/UJULZj5kSpo",1984-01-23,4,0.75
"NG05_TH01019","netreligion","NG05","TH01019","The City of God","https://groups.google.com./g/net.religion/c/XA6T5Mp_nuQ",1984-01-17,1,1
"NG05_TH01017","netreligion","NG05","TH01017","Love one another: implications","https://groups.google.com./g/net.religion/c/rKbs5FOtqZ4",1984-01-17,1,1
"NG05_TH01014","netreligion","NG05","TH01014","Premarital sex","https://groups.google.com./g/net.religion/c/-TU7PiFu4YM",1984-01-16,4,0.75
"NG05_TH01010","netreligion","NG05","TH01010","Judaism, Christianity and Sex","https://groups.google.com./g/net.religion/c/GRD5dR4bH_c",1984-01-15,2,0.5
"NG05_TH01009","netreligion","NG05","TH01009","""sexist"" surgery","https://groups.google.com./g/net.religion/c/18RxE7E1wqg",1984-01-15,8,0.75
"NG05_TH01008","netreligion","NG05","TH01008","Premarital Sex: response to Greg Skinner","https://groups.google.com./g/net.religion/c/qc5Z2UC0AGo",1984-01-15,1,1
"NG05_TH01003","netreligion","NG05","TH01003","Unfinished Business (>2 weeks old)","https://groups.google.com./g/net.religion/c/Qye3TWn4qAk",1984-01-15,2,0.5
"NG05_TH00994","netreligion","NG05","TH00994","judaism, christianity and sex","https://groups.google.com./g/net.religion/c/SgncTGXjRgE",1984-01-13,3,1
"NG05_TH00992","netreligion","NG05","TH00992","Ms. Found in a College Newspaper","https://groups.google.com./g/net.religion/c/IhXtdyJB2so",1984-01-12,3,0.333333333333333
"NG05_TH00986","netreligion","NG05","TH00986","Books on Asian/Eastern Philosophies & Religions (LONG)","https://groups.google.com./g/net.religion/c/4_IcPjRFXfs",1984-01-12,1,1
"NG05_TH00982","netreligion","NG05","TH00982","Christianity, sex and circumcision","https://groups.google.com./g/net.religion/c/M2r-S49-E0o",1984-01-11,2,1
"NG05_TH00980","netreligion","NG05","TH00980","mantra","https://groups.google.com./g/net.religion/c/CCNSaJHz0mk",1984-01-11,4,0.25
"NG05_TH00978","netreligion","NG05","TH00978","Evidence for the Soul","https://groups.google.com./g/net.religion/c/nTj3a0SumgU",1984-01-11,5,0.2
"NG05_TH00977","netreligion","NG05","TH00977","L-O-N-G response to Tim Maroney","https://groups.google.com./g/net.religion/c/R7ecOlxnvs0",1984-01-11,10,0.2
"NG05_TH00960","netreligion","NG05","TH00960","Open Reply from John Crane","https://groups.google.com./g/net.religion/c/LN0QyvLlyiY",1984-01-08,2,0.5
"NG05_TH00959","netreligion","NG05","TH00959","Even If I DID Believe ...","https://groups.google.com./g/net.religion/c/Huxl-JwCozs",1984-01-08,5,0.4
"NG05_TH00950","netreligion","NG05","TH00950","theology = head hair","https://groups.google.com./g/net.religion/c/wXatfbfOAb4",1984-01-05,7,0.142857142857143
"NG05_TH00941","netreligion","NG05","TH00941","making the connection","https://groups.google.com./g/net.religion/c/7RcermNcQxM",1984-01-03,2,1
"NG05_TH00936","netreligion","NG05","TH00936","Laura Creighton's bull...","https://groups.google.com./g/net.religion/c/2ofW8Q8SaYY",1984-01-02,12,0.75
"NG05_TH00930","netreligion","NG05","TH00930","Even If I DID Believe...","https://groups.google.com./g/net.religion/c/_NcNkkvVnFw",1983-12-30,1,1
"NG05_TH00922","netreligion","NG05","TH00922","D*mn you all to H*ll","https://groups.google.com./g/net.religion/c/dSuxh5ga9IM",1983-12-26,2,0.5
"NG05_TH00911","netreligion","NG05","TH00911","God's gender","https://groups.google.com./g/net.religion/c/S1sYEEfnQcE",1983-12-20,6,0.5
"NG05_TH00905","netreligion","NG05","TH00905","Religious Test","https://groups.google.com./g/net.religion/c/64t_e4jPKLA",1983-12-19,8,0.125
"NG05_TH00902","netreligion","NG05","TH00902","Catching up","https://groups.google.com./g/net.religion/c/1fPoIdA0QZ0",1983-12-18,10,0.2
"NG05_TH00901","netreligion","NG05","TH00901","moRE Catching Up","https://groups.google.com./g/net.religion/c/q8Hj3mywXJg",1983-12-17,2,0.5
"NG05_TH00900","netreligion","NG05","TH00900","Answers - gender of the deity in - (nf)","https://groups.google.com./g/net.religion/c/t8mbpvsolcE",1983-12-17,2,0.5
"NG05_TH00893","netreligion","NG05","TH00893","Divine sex","https://groups.google.com./g/net.religion/c/u3908CwqMvA",1983-12-15,2,0.5
"NG05_TH00889","netreligion","NG05","TH00889","God's gender and name - (nf)","https://groups.google.com./g/net.religion/c/J9d7_rbEhlc",1983-12-15,2,0.5
"NG05_TH00880","netreligion","NG05","TH00880","Wicca?","https://groups.google.com./g/net.religion/c/_Q0xdhVFTg4",1983-12-13,1,1
"NG05_TH00878","netreligion","NG05","TH00878","Laura Creighton's bull... (long message)","https://groups.google.com./g/net.religion/c/SAoLMo-fy1U",1983-12-12,3,0.666666666666667
"NG05_TH00872","netreligion","NG05","TH00872","The offspring of Adam","https://groups.google.com./g/net.religion/c/YZnx2VaK6tA",1983-12-08,10,0.1
"NG05_TH00853","netreligion","NG05","TH00853","morals debate","https://groups.google.com./g/net.religion/c/geLw20hCBtg",1983-11-30,2,1
"NG05_TH00850","netreligion","NG05","TH00850","Apology","https://groups.google.com./g/net.religion/c/psvqPnRm874",1983-11-30,1,1
"NG05_TH00842","netreligion","NG05","TH00842","multiplying fruit","https://groups.google.com./g/net.religion/c/NtgD1Lyzt1g",1983-11-28,1,1
"NG05_TH00841","netreligion","NG05","TH00841","rat experiment","https://groups.google.com./g/net.religion/c/zvqjFC1iKOs",1983-11-28,3,1
"NG05_TH00840","netreligion","NG05","TH00840","homosexuality - (nf)","https://groups.google.com./g/net.religion/c/hJUp41Fpnj8",1983-11-28,1,2
"NG05_TH00837","netreligion","NG05","TH00837","A Common Female Ancestor for Everyone","https://groups.google.com./g/net.religion/c/_qs7P6sXWKE",1983-11-25,17,0.117647058823529
"NG05_TH00836","netreligion","NG05","TH00836","homosexuality and sin","https://groups.google.com./g/net.religion/c/CCRbWkYM2mI",1983-11-24,5,0.6
"NG05_TH00832","netreligion","NG05","TH00832","What does God have to say RE: HOMOSEXUALITY","https://groups.google.com./g/net.religion/c/Z2nG_Ih_JWY",1983-11-24,2,0.5
