"ThreadID","Thread.Title","URL","Date","Number.of.Messages","newsgroup"
"TH01963","libertarians and PHYSICAL FORCE","https://groups.google.com./g/net.politics/c/TjHkNObPLEQ","10/1/84",1,"netpolitics"
"TH01962","Star Wars, Disarmament - Can this be moved to net.politics (only) ?","https://groups.google.com./g/net.politics/c/U_n7VQU-pKw","10/1/84",4,"netpolitics"
"TH01961","Gag me with the Natl Rev.","https://groups.google.com./g/net.politics/c/bqid6eyir_o","9/30/84",1,"netpolitics"
"TH01960","Complete text of ERA","https://groups.google.com./g/net.politics/c/SonhameV9Co","9/29/84",1,"netpolitics"
"TH01959","Genocidal Homework (longish).","https://groups.google.com./g/net.politics/c/PIDFu2aN7fk","9/28/84",2,"netpolitics"
"TH01958","Debating Tactics","https://groups.google.com./g/net.politics/c/evfs_4PRzLQ","9/28/84",1,"netpolitics"
"TH01957","And God Spake unto Ronald","https://groups.google.com./g/net.politics/c/txYwMfim1-Y","9/28/84",1,"netpolitics"
"TH01956","Grenadan support invasion","https://groups.google.com./g/net.politics/c/CDVvPG-X3qk","9/28/84",1,"netpolitics"
"TH01955","Ferraro quotes to scourge Reaganites","https://groups.google.com./g/net.politics/c/5h4dHsg6Zec","9/27/84",2,"netpolitics"
"TH01954","The culture of Technology - A marvellous book.","https://groups.google.com./g/net.politics/c/U3Q6rIkBVFU","9/27/84",1,"netpolitics"
"TH01953","Vote NO!","https://groups.google.com./g/net.politics/c/ddpf_TQfvPM","9/27/84",2,"netpolitics"
"TH01952","libertarianism","https://groups.google.com./g/net.politics/c/5IJPpZh8f2E","9/27/84",1,"netpolitics"
"TH01951","RayGuns Mistakes: List Wanted","https://groups.google.com./g/net.politics/c/WmeUNIROHJA","9/27/84",2,"netpolitics"
"TH01950","Liberty and Isolation are not the same things.","https://groups.google.com./g/net.politics/c/mEyGZXYVnGE","9/26/84",1,"netpolitics"
"TH01949","Whoa","https://groups.google.com./g/net.politics/c/P671AbYSh7k","9/26/84",1,"netpolitics"
"TH01948","Not so obscure","https://groups.google.com./g/net.politics/c/nUPuTEXzJTk","9/25/84",2,"netpolitics"
"TH01947","NICARAGUA, CIA","https://groups.google.com./g/net.politics/c/ejQAt8dPR1w","9/25/84",1,"netpolitics"
"TH01946","Not So Obscure","https://groups.google.com./g/net.politics/c/YwCz7uwYDAg","9/25/84",1,"netpolitics"
"TH01945","Reagan Juggled","https://groups.google.com./g/net.politics/c/wLEk5rHQUN8","9/25/84",5,"netpolitics"
"TH01944","That is how IT happened!","https://groups.google.com./g/net.politics/c/jc1fr8tCelc","9/25/84",1,"netpolitics"
"TH01943","Grenada as British Property","https://groups.google.com./g/net.politics/c/Gjaa_bj0gqU","9/25/84",1,"netpolitics"
"TH01942","reply to Henry Spencer {socialism and such}","https://groups.google.com./g/net.politics/c/wWRB1RnpQ_Y","9/25/84",2,"netpolitics"
"TH01941","more on psychotic libertarians and anarchism","https://groups.google.com./g/net.politics/c/3fIgyOu7Pv0","9/25/84",20,"netpolitics"
"TH01940","Nica accepts Contadora treaty... US doesn't...","https://groups.google.com./g/net.politics/c/GkzOCZI7HI0","9/24/84",1,"netpolitics"
"TH01939","The Sub-Minimum Wage Again","https://groups.google.com./g/net.politics/c/c8sIxuy1Cb0","9/23/84",15,"netpolitics"
"TH01938","Whoa! WHAT propaganda campaign?","https://groups.google.com./g/net.politics/c/cY6Yku8oO4w","9/22/84",1,"netpolitics"
"TH01937","Ketchup for Lunch","https://groups.google.com./g/net.politics/c/NrA4yinNuTE","9/21/84",1,"netpolitics"
"TH01936","Peacekeeper and a ""first strike""","https://groups.google.com./g/net.politics/c/JoAsdcHNBrw","9/21/84",1,"netpolitics"
"TH01935","thanks for the help....","https://groups.google.com./g/net.politics/c/-mULL6eYszE","9/21/84",1,"netpolitics"
"TH01934","Soviet/Swedish affairs.","https://groups.google.com./g/net.politics/c/DdAlHz_PSKw","9/20/84",1,"netpolitics"
"TH01933","How did it get this far?","https://groups.google.com./g/net.politics/c/_qp80RbwQNQ","9/20/84",1,"netpolitics"
"TH01932","the wonderful German language","https://groups.google.com./g/net.politics/c/50KW2wqRE08","9/20/84",1,"netpolitics"
"TH01931","A minute of silence","https://groups.google.com./g/net.politics/c/CuAT0agkn8Y","9/20/84",2,"netpolitics"
"TH01930","For women's equal rights, but not ERA","https://groups.google.com./g/net.politics/c/NVlnP58HNYY","9/19/84",1,"netpolitics"
"TH01929","AGENTS, EVERYWHERE!","https://groups.google.com./g/net.politics/c/ud99z8ysQjQ","9/19/84",2,"netpolitics"
"TH01928","DAY OF THE COBRA - New book about KAL Flight 007 Shootdown","https://groups.google.com./g/net.politics/c/fCLv5OLM88A","9/19/84",1,"netpolitics"
"TH01927","Unilateral Disarmament","https://groups.google.com./g/net.politics/c/BFnH-zAZHY0","9/19/84",7,"netpolitics"
"TH01926","And now for the good news....","https://groups.google.com./g/net.politics/c/65yAQeKpaUY","9/19/84",1,"netpolitics"
"TH01925","Liberty and Isolation are not the same things","https://groups.google.com./g/net.politics/c/lqHm0aFy2VA","9/19/84",3,"netpolitics"
"TH01924","Supreme Court Justices--SCREAM!!!!!","https://groups.google.com./g/net.politics/c/xpEpLcxu8vw","9/19/84",6,"netpolitics"
"TH01923","School Prayer Amendment - postsc","https://groups.google.com./g/net.politics/c/bjm9zk6y9_c","9/18/84",1,"netpolitics"
"TH01922","REAGAN'S JOKE","https://groups.google.com./g/net.politics/c/2WVZa3Tp6I4","9/18/84",1,"netpolitics"
"TH01921","School Prayer Amendment","https://groups.google.com./g/net.politics/c/0a7Cpq3lHnw","9/18/84",6,"netpolitics"
"TH01920","need help with West German political parties","https://groups.google.com./g/net.politics/c/gS1JKzsXnE8","9/18/84",1,"netpolitics"
"TH01919","More on KAL Flight 007: Clarification & Bibliography","https://groups.google.com./g/net.politics/c/s7Ubfdc3t5o","9/17/84",1,"netpolitics"
"TH01918","Dear Piet, Re Re Reagan's joke","https://groups.google.com./g/net.politics/c/yTwjDyYVaZE","9/17/84",1,"netpolitics"
"TH01917","More on BMD","https://groups.google.com./g/net.politics/c/EQhQEuq_hl0","9/17/84",1,"netpolitics"
"TH01916","Are Stealth Bombers ""Really"" Invisible to Radar?","https://groups.google.com./g/net.politics/c/NXe1wcEgHyg","9/17/84",6,"netpolitics"
"TH01915","The Cat in the Hat for President","https://groups.google.com./g/net.politics/c/pY1iWPqLT5I","9/14/84",1,"netpolitics"
"TH01914","English Union calls for Withdrawal from Northern Ireland","https://groups.google.com./g/net.politics/c/3QgTy4MLh3Q","9/13/84",1,"netpolitics"
"TH01913","Ideological exclusion and immigration","https://groups.google.com./g/net.politics/c/AbN3zkt21Ro","9/12/84",1,"netpolitics"
"TH01912","Libertarians considered psychotic","https://groups.google.com./g/net.politics/c/2Igm_d0UXXM","9/12/84",7,"netpolitics"
"TH01911","STARWARS...SOME QUESTIONS","https://groups.google.com./g/net.politics/c/X1sYUBM8_yA","9/12/84",1,"netpolitics"
"TH01910","Agents, Everywhere!","https://groups.google.com./g/net.politics/c/3P8ElyAwYuA","9/12/84",1,"netpolitics"
"TH01909","KAL 007: One Year Later - Could There Have Been Survivors?","https://groups.google.com./g/net.politics/c/fgLDytIt8Dg","9/11/84",4,"netpolitics"
"TH01908","Listen to Radio Moscow","https://groups.google.com./g/net.politics/c/byyn5zj0BHE","9/10/84",5,"netpolitics"
"TH01907","Challenge to Peter Rowley","https://groups.google.com./g/net.politics/c/0pge5OPbz48","9/10/84",1,"netpolitics"
"TH01906","LISTEN TO RADIO MOSCOW","https://groups.google.com./g/net.politics/c/76xwkQNjiF0","9/10/84",1,"netpolitics"
"TH01905","Presidential Vote Results","https://groups.google.com./g/net.politics/c/ZARCRDkokz0","9/10/84",7,"netpolitics"
"TH01904","Unilateral disarmament","https://groups.google.com./g/net.politics/c/E8x8OChHSTE","9/8/84",5,"netpolitics"
"TH01903","Candidates","https://groups.google.com./g/net.politics/c/EtJM8jNCX4o","9/8/84",3,"netpolitics"
"TH01902","Supreme Court Justices--SCREAM!!!!!","https://groups.google.com./g/net.politics/c/mH0rBLOveeg","9/8/84",1,"netpolitics"
"TH01901","Micros in Nicaragua info","https://groups.google.com./g/net.politics/c/xbMCz9G8U9o","9/7/84",1,"netpolitics"
"TH01900","WWIII has occurred; news at 11","https://groups.google.com./g/net.politics/c/cbbmquUeCAI","9/7/84",1,"netpolitics"
"TH01899","Afghanistan a soviet satellite before 1979 ?????????????","https://groups.google.com./g/net.politics/c/_1SChxQUzSM","9/7/84",1,"netpolitics"
"TH01898","The *real* purpose of school prayer?","https://groups.google.com./g/net.politics/c/uxvnTbKufPw","9/6/84",1,"netpolitics"
"TH01897","Congressman Harkin (D-Iowa) and his CRAZY military scheme!","https://groups.google.com./g/net.politics/c/ErtPe2VeiBM","9/6/84",2,"netpolitics"
"TH01896","Aquino Inquests: Where do we go from here?","https://groups.google.com./g/net.politics/c/SUsc-4bq6tw","9/6/84",1,"netpolitics"
"TH01895","Where is Mondale when you need him?","https://groups.google.com./g/net.politics/c/RzRfrFj22lY","9/6/84",2,"netpolitics"
"TH01894","Star Wars or not?","https://groups.google.com./g/net.politics/c/oW3SusPu0Ro","9/6/84",2,"netpolitics"
"TH01893","Reagan's zinger","https://groups.google.com./g/net.politics/c/zcPUG6n33l8","9/5/84",5,"netpolitics"
"TH01892","Presidential Politics","https://groups.google.com./g/net.politics/c/beRuPSaLCT8","9/5/84",9,"netpolitics"
"TH01891","Horror at the Republican Convention","https://groups.google.com./g/net.politics/c/W34f55Bgs8A","9/5/84",8,"netpolitics"
"TH01890","What is the libertarian position on...?","https://groups.google.com./g/net.politics/c/mSxTDOtJfR4","9/5/84",1,"netpolitics"
"TH01889","Whos In Charge Here?","https://groups.google.com./g/net.politics/c/kuG4oMN-BCY","9/5/84",2,"netpolitics"
"TH01888","Phil Lavette's STAR WARS BASICS - (nf)","https://groups.google.com./g/net.politics/c/aIaEvvPGvfE","9/4/84",1,"netpolitics"
"TH01887","Star Wars Defense","https://groups.google.com./g/net.politics/c/69KaGks4iu8","9/4/84",6,"netpolitics"
"TH01886","Random comment and reply about MAD and the Star Wars plan","https://groups.google.com./g/net.politics/c/5Uc-DoVAYCs","9/3/84",7,"netpolitics"
"TH01885","SOVIET UNCIVILIZATION\","https://groups.google.com./g/net.politics/c/HAmyTmg4bMg","9/2/84",3,"netpolitics"
"TH01884","Phil Lavette's STAR WARS BASICS and the them-vs-us mentality","https://groups.google.com./g/net.politics/c/nzLr516dqb0","9/2/84",1,"netpolitics"
"TH01883","Look for social solutions to Star Wars","https://groups.google.com./g/net.politics/c/A8QX6ibjA7Q","9/1/84",1,"netpolitics"
"TH01882","ID","https://groups.google.com./g/net.politics/c/igTGWUiGMRo","9/1/84",23,"netpolitics"
"TH01881","'None of the above'","https://groups.google.com./g/net.politics/c/h7nprDMHxE8","9/1/84",1,"netpolitics"
"TH01880","Education and kids (Re:Parents' ""rights"" and responsibilites, etc)","https://groups.google.com./g/net.politics/c/wDrqJTRLExc","9/1/84",2,"netpolitics"
"TH01879","Reagan, Liars, War, Politics, Logic","https://groups.google.com./g/net.politics/c/xPu6NG7JZzY","8/31/84",1,"netpolitics"
"TH01878","My spelling....","https://groups.google.com./g/net.politics/c/OsF5aHgNSOQ","8/31/84",2,"netpolitics"
"TH01877","I think I'll vote for Mondale...","https://groups.google.com./g/net.politics/c/5eovovkPHoo","8/31/84",1,"netpolitics"
"TH01876","A Recent Social Survey of Britain","https://groups.google.com./g/net.politics/c/JQ_UAWPBgo0","8/31/84",1,"netpolitics"
"TH01875","A ""serious"" proposal for presidential candidates","https://groups.google.com./g/net.politics/c/A_Jf12ovQ9k","8/31/84",3,"netpolitics"
"TH01874","What is a libertarian? - (nf)","https://groups.google.com./g/net.politics/c/kPzvXKTM4vo","8/31/84",2,"netpolitics"
"TH01873","""Star Wars"" PLUS arms reductions","https://groups.google.com./g/net.politics/c/_stHiFjjRoM","8/30/84",1,"netpolitics"
"TH01872","Star Wars Defense","https://groups.google.com./g/net.politics/c/IQZzcToPL8Y","8/30/84",2,"netpolitics"
"TH01871","my TIRADE on Soviet Uncivilization","https://groups.google.com./g/net.politics/c/pzkR1Ykz99s","8/30/84",1,"netpolitics"
"TH01870","Parents' ""rights"" and responsibilities - reply to Rich Rosen","https://groups.google.com./g/net.politics/c/wxgB46o7TxA","8/30/84",8,"netpolitics"
"TH01869","alternate, hopefully safe, energy sources","https://groups.google.com./g/net.politics/c/ynSUsB7FH1Q","8/30/84",18,"netpolitics"
"TH01868","Ron at 37 - (nf)","https://groups.google.com./g/net.politics/c/hI-f4BwessU","8/29/84",1,"netpolitics"
"TH01867","Beam Weapons: WHat if we don't get them first?","https://groups.google.com./g/net.politics/c/zZxR6Izz-zY","8/29/84",1,"netpolitics"
"TH01866","Nicaragua, a free country??? - (nf)","https://groups.google.com./g/net.politics/c/VqGun2nxC1g","8/29/84",3,"netpolitics"
"TH01865","Is Star Wars vulnerable?","https://groups.google.com./g/net.politics/c/5o_tdm_9nZ8","8/29/84",1,"netpolitics"
"TH01864","Libertarian proposal: Avoiding wealth concentration.","https://groups.google.com./g/net.politics/c/qmf_MA8TonI","8/29/84",1,"netpolitics"
"TH01863","[Soviet] Treaty Violations - (nf)","https://groups.google.com./g/net.politics/c/bwyys0vdN9M","8/29/84",1,"netpolitics"
"TH01862","My fellow Americans, - (nf)","https://groups.google.com./g/net.politics/c/Rb-P4NH6w0o","8/29/84",1,"netpolitics"
"TH01861","New British Peace Initiatives in Northern Ireland","https://groups.google.com./g/net.politics/c/DBw1qu2_V4c","8/28/84",1,"netpolitics"
"TH01860","A Reply to Sevener is in Flames","https://groups.google.com./g/net.politics/c/1X2hLouyfNg","8/28/84",1,"netpolitics"
"TH01859","World Population Control","https://groups.google.com./g/net.politics/c/KjgqYKx6f08","8/27/84",5,"netpolitics"
"TH01858","Libertarians and the Third World - (nf)","https://groups.google.com./g/net.politics/c/UjVbykaySss","8/27/84",1,"netpolitics"
"TH01857","Who is Susan Catania?","https://groups.google.com./g/net.politics/c/XIb0SWwBMMc","8/27/84",2,"netpolitics"
"TH01856","Horror at the Republican Convention - (nf)","https://groups.google.com./g/net.politics/c/GAuqhj-kHig","8/27/84",1,"netpolitics"
"TH01855","Star Wars Defense and 'Tone of Voice'","https://groups.google.com./g/net.politics/c/v4-uA1MGNhQ","8/26/84",1,"netpolitics"
"TH01854","Is Nancy (Reagan) in charge?","https://groups.google.com./g/net.politics/c/Hxkkj9aUIOk","8/25/84",2,"netpolitics"
"TH01853","Reagan's Remark","https://groups.google.com./g/net.politics/c/Vlq3DPGlGWo","8/24/84",4,"netpolitics"
"TH01852","My fellow Americans,","https://groups.google.com./g/net.politics/c/6giOd9px41M","8/24/84",7,"netpolitics"
"TH01851","Soviet Treaty Violations","https://groups.google.com./g/net.politics/c/lesu0tXaFkk","8/24/84",3,"netpolitics"
"TH01850","Can't You Take a Joke?","https://groups.google.com./g/net.politics/c/ep_c12LmQTY","8/24/84",1,"netpolitics"
"TH01849","Unions, etc","https://groups.google.com./g/net.politics/c/LH83n_uhNJ8","8/24/84",2,"netpolitics"
"TH01848","Nuclear Nonsense","https://groups.google.com./g/net.politics/c/yhK0pNonw2s","8/24/84",1,"netpolitics"
"TH01847","High-Tech Energy","https://groups.google.com./g/net.politics/c/l0Dh5Nqh3oA","8/24/84",1,"netpolitics"
"TH01846","Williams on the Minimum Wage (longish)","https://groups.google.com./g/net.politics/c/L5oXmFkq1MU","8/24/84",2,"netpolitics"
"TH01845","Reagan Freudian Slip","https://groups.google.com./g/net.politics/c/CS4jCSn5PGM","8/23/84",1,"netpolitics"
"TH01844","Female Veep","https://groups.google.com./g/net.politics/c/CL3Kas5_MO4","8/23/84",14,"netpolitics"
"TH01843","Who is the libertarian cantidate?","https://groups.google.com./g/net.politics/c/q-eOjt7yha0","8/23/84",1,"netpolitics"
"TH01842","Ethnic insult","https://groups.google.com./g/net.politics/c/7yx-nLKu2Ec","8/23/84",1,"netpolitics"
"TH01841","Defense cuts RSVP - clarified re-posting","https://groups.google.com./g/net.politics/c/oPnZfrnUwGM","8/23/84",1,"netpolitics"
"TH01840","More on Libertarianism, and a questi - (nf)","https://groups.google.com./g/net.politics/c/B0rxgcmCyDE","8/23/84",1,"netpolitics"
"TH01839","Libertarian position on certain 'law","https://groups.google.com./g/net.politics/c/Nj-P-E1TNB0","8/23/84",4,"netpolitics"
"TH01838","Trishas Immigration Problem","https://groups.google.com./g/net.politics/c/ERq1h5_F6B4","8/22/84",1,"netpolitics"
"TH01837","Doomsday machines revisited","https://groups.google.com./g/net.politics/c/gg3S9eneEvg","8/22/84",2,"netpolitics"
"TH01836","Fallacies of Zero-growth Economies","https://groups.google.com./g/net.politics/c/7b8nurYku5c","8/22/84",2,"netpolitics"
"TH01835","how to eliminate the federal deficit - (nf)","https://groups.google.com./g/net.politics/c/cWlPFuZBK8w","8/22/84",6,"netpolitics"
"TH01834","What is a libertarian?","https://groups.google.com./g/net.politics/c/WHBBXQExJUQ","8/22/84",2,"netpolitics"
"TH01833","Minimum wages","https://groups.google.com./g/net.politics/c/Upzmn3r_G1I","8/22/84",1,"netpolitics"
"TH01832","Libertarianism Query","https://groups.google.com./g/net.politics/c/GFX3Xx3mgDg","8/22/84",1,"netpolitics"
"TH01831","Libertarianism Query - (nf)","https://groups.google.com./g/net.politics/c/VC3N9Jm2wD8","8/22/84",1,"netpolitics"
"TH01830","Libertarian position on certain 'law - (nf)","https://groups.google.com./g/net.politics/c/gJwtv0Mykoo","8/22/84",1,"netpolitics"
"TH01829","What is a libertarian? - (nf)","https://groups.google.com./g/net.politics/c/ZaDyu5PwOF4","8/21/84",2,"netpolitics"
"TH01828","Who's In Charge Here?","https://groups.google.com./g/net.politics/c/XQ7czGZVVNQ","8/21/84",1,"netpolitics"
"TH01827","Whos_In_Charge_Here?","https://groups.google.com./g/net.politics/c/rQrhlF_urkk","8/21/84",1,"netpolitics"
"TH01826","DNC Financial Problems","https://groups.google.com./g/net.politics/c/aTJkVpUDK7Q","8/21/84",1,"netpolitics"
"TH01825","Mondale Who?","https://groups.google.com./g/net.politics/c/bTN9io3amlk","8/21/84",11,"netpolitics"
"TH01824","Unemployment & the minimum wage","https://groups.google.com./g/net.politics/c/iqo3sQDAKzk","8/21/84",32,"netpolitics"
"TH01823","Sam Donaldson Gets His (HAR HAR!)","https://groups.google.com./g/net.politics/c/6Jf2xE-BEbA","8/20/84",1,"netpolitics"
"TH01822","Defense cuts - RSVP","https://groups.google.com./g/net.politics/c/cdkvL6okdoM","8/20/84",4,"netpolitics"
